Idx,Name,Stdmode,Shape,Weight,CharLooks,Anicount,Source,Reserved,Throw,Looks,DuraMax,Ac,Ac2,Mac_Type,Mac,Mac2,Dc,Dc2,Sac,Sac2,Mc_Type,Mc,Mc2,Func_Type,Func,Amulet,Need,NeedLevel,Price,Stock,OrgName
26,灵魂战衣（男）,10,5,15,0,0,0,0,0,1000,20000,3,8,0,3,3,0,0,0,0,2,0,2,0,0,0,0,22,10000,5,狮王商业服务端
27,大火球,51,1,1,0,0,0,0,0,304,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
28,攻杀剑术,51,0,1,0,0,0,0,0,304,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
29,施毒术,51,2,1,0,0,0,0,0,304,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
30,匕首,5,21,7,0,0,0,0,0,1045,6000,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,100,5,狮王商业服务端
31,井中月,5,14,54,0,0,0,0,0,1068,26000,0,0,0,0,0,14,22,0,0,0,0,0,1,4,0,0,35,28000,5,狮王商业服务端
32,银蛇,5,18,21,0,0,0,0,0,1102,22000,0,2,0,0,0,6,17,0,0,2,2,4,0,0,0,0,28,10000,5,狮王商业服务端
33,海魂,6,6,10,0,0,0,0,0,1080,9000,0,0,0,0,0,3,10,0,0,1,1,2,0,0,0,0,14,3500,5,狮王商业服务端
34,修罗,5,12,30,0,0,0,0,0,1065,22000,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,6000,5,狮王商业服务端
35,炼狱,6,5,70,0,0,0,0,0,1066,30000,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,33,23000,5,狮王商业服务端
36,凌风,5,11,23,0,0,0,0,0,1063,16000,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,17,4500,5,狮王商业服务端
37,破魂,5,21,8,0,0,0,0,0,1045,11000,0,2,0,0,0,5,7,0,0,0,1,1,0,0,0,0,10,2000,5,狮王商业服务端
38,斩马刀,5,11,27,0,0,0,0,0,1063,18000,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,18,5000,5,狮王商业服务端
39,食人树叶,52,0,0,0,0,0,0,2,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,狮王商业服务端
40,毒蜘蛛牙齿,52,0,0,0,0,0,0,2,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,狮王商业服务端
41,食人树的果实,52,0,0,0,0,0,0,2,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,狮王商业服务端
42,蝎子的尾巴,52,0,0,0,0,0,0,2,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,狮王商业服务端
43,蛆卵,52,0,0,0,0,0,0,2,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,狮王商业服务端
44,灰色药粉（小）,25,1,1,0,0,0,0,0,131,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,狮王商业服务端
45,黄色药粉（小）,25,2,1,0,0,0,0,0,130,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,狮王商业服务端
46,古铜戒指,22,0,1,0,0,0,0,0,530,7000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1000,5,狮王商业服务端
47,青铜头盔,15,0,4,1,0,0,0,0,370,8000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1000,5,狮王商业服务端
48,金项链,20,0,1,0,0,0,0,0,870,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,200,5,狮王商业服务端
49,铁手镯,24,0,1,0,0,0,0,0,646,7000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,5,狮王商业服务端
50,灰色药粉（中）,25,1,2,0,0,0,0,0,131,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,50,狮王商业服务端
51,灰色药粉（大）,25,1,3,0,0,0,0,0,131,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,50,狮王商业服务端
52,黄色药粉（中）,25,2,2,0,0,0,0,0,130,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,50,狮王商业服务端
53,黄色药粉（大）,25,2,3,0,0,0,0,0,130,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,50,狮王商业服务端
54,乌木剑,5,9,5,0,0,0,0,0,1042,5000,0,0,0,0,0,3,7,0,0,1,0,1,0,0,0,0,7,1000,5,狮王商业服务端
55,魔杖,6,16,10,0,0,0,0,0,1082,13000,0,0,0,0,0,5,12,0,0,1,3,5,0,0,0,0,28,10000,5,狮王商业服务端
56,八荒,5,23,19,0,27,0,0,0,1043,14000,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,15,4000,5,狮王商业服务端
57,鸡肉,40,0,1,0,0,0,0,0,301,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,50,狮王商业服务端
58,水晶魔戒,22,0,1,0,0,0,0,0,490,5000,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,1000,5,狮王商业服务端
59,牛角戒指,22,0,1,0,0,0,0,0,470,6000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,1200,5,狮王商业服务端
60,蓝色水晶戒指,22,0,1,0,0,0,0,0,472,6000,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,1500,5,狮王商业服务端
61,六绝星环,22,0,1,0,0,0,0,0,510,4000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1000,5,狮王商业服务端
62,黑檀项链,20,0,1,0,0,0,0,0,850,6000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,4000,5,狮王商业服务端
63,黄色水晶项链,20,0,1,0,0,0,0,0,830,7000,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,11,4000,5,狮王商业服务端
64,黑色水晶项链,20,0,1,0,0,0,0,0,810,9000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4000,5,狮王商业服务端
65,魔法头盔,15,0,4,1,0,0,0,0,370,8000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,3000,5,狮王商业服务端
66,沃玛号角,44,0,1,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
67,半月,5,29,13,0,0,0,0,0,1100,12000,0,0,0,0,0,4,10,0,0,2,1,1,0,0,0,0,14,3500,5,狮王商业服务端
68,皮制手套,26,0,2,0,0,0,0,0,640,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,500,5,狮王商业服务端
69,坚固手套,26,0,3,0,0,0,0,0,642,10000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5000,5,狮王商业服务端
70,钢手镯,26,0,1,0,0,0,0,0,646,7000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000,5,狮王商业服务端
71,玄铁指环,22,0,1,0,0,0,0,0,471,4000,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,2000,5,狮王商业服务端
72,金戒指,22,0,1,0,0,0,0,0,473,6000,0,0,0,0,3,1,1,0,0,0,1,1,0,0,0,0,20,7000,5,狮王商业服务端
73,灯笼项链,19,0,1,0,0,0,0,0,872,8000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,4000,5,狮王商业服务端
74,白色虎齿项链,19,0,1,0,0,0,0,0,871,8000,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,6000,5,狮王商业服务端
75,魅力戒指,23,0,1,0,0,0,0,0,512,4000,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,19,6000,5,狮王商业服务端
76,道德戒指,23,0,1,0,0,0,0,0,492,5000,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,19,6000,5,狮王商业服务端
77,白金项链,20,0,1,0,0,0,0,0,851,6000,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,10,3000,5,狮王商业服务端
78,降妖除魔戒指,22,0,2,0,0,0,0,0,474,6000,0,0,0,0,4,1,2,0,0,0,1,2,0,0,0,0,27,10000,5,狮王商业服务端
79,躲避手链,20,0,1,0,0,0,0,0,874,7000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,107,30000,5,狮王商业服务端
80,地牢逃脱卷,3,1,1,0,0,0,0,3,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,5,狮王商业服务端
81,偃月,6,6,11,0,0,0,0,0,1081,10000,0,0,0,0,0,4,10,0,0,1,1,3,0,0,0,0,18,5000,5,狮王商业服务端
82,降魔,5,30,15,0,0,0,0,0,1101,14000,0,1,0,0,0,5,12,0,0,2,1,2,0,0,0,0,18,5000,5,狮王商业服务端
83,传统项链,20,0,1,0,0,0,0,0,873,8000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,5,狮王商业服务端
84,小手镯,26,0,1,0,0,0,0,0,648,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,400,5,狮王商业服务端
85,银手镯,24,0,1,0,0,0,0,0,722,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,500,5,狮王商业服务端
86,大手镯,26,0,1,0,0,0,0,0,644,7000,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1500,5,狮王商业服务端
87,鹤嘴锄,6,7,10,0,0,0,0,0,1040,10000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,700,5,狮王商业服务端
88,隐身戒指,22,111,1,0,0,0,0,0,574,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
89,抗拒火环,51,1,1,0,0,0,0,0,304,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
90,地狱火,51,1,1,0,0,0,0,0,304,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
91,雷电术,51,1,1,0,0,0,0,0,304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
92,疾光电影,51,1,1,0,0,0,0,0,304,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
93,灵魂火符,51,2,1,0,0,0,0,0,304,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
94,幽灵盾,51,2,1,0,0,0,0,0,304,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
95,神圣战甲术,51,2,1,0,0,0,0,0,304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
96,金创药（中）,0,0,1,0,0,0,0,3,6,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,狮王商业服务端
97,魔法药（中）,0,0,1,0,0,0,0,3,16,1,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,狮王商业服务端
98,黑色水晶戒指,22,0,1,0,0,0,0,0,531,7000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,2500,5,狮王商业服务端
99,魔鬼项链,20,0,1,0,0,0,0,0,811,9000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,5000,5,狮王商业服务端
100,珊瑚戒指,22,0,1,0,0,0,0,0,533,7000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,7000,5,狮王商业服务端
101,蓝翡翠项链,20,0,1,0,0,0,0,0,812,9000,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,21,10000,5,狮王商业服务端
102,蛇眼戒指,22,0,1,0,0,0,0,0,511,4000,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,13,2500,5,狮王商业服务端
103,琥珀项链,20,0,1,0,0,0,0,0,852,6000,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,15,5000,5,狮王商业服务端
104,护身符（小）,25,5,1,0,0,0,0,0,330,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,狮王商业服务端
105,刺杀剑术,51,0,1,0,0,0,0,0,304,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
106,放大镜,20,0,1,0,0,0,0,0,853,6000,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,22,10000,5,狮王商业服务端
107,红宝石戒指,22,0,1,0,0,0,0,1,513,4000,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,17,10000,5,狮王商业服务端
108,珍珠戒指,22,0,1,0,0,0,0,0,491,5000,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,13,2500,5,狮王商业服务端
109,竹笛,20,0,1,0,0,0,0,0,832,7000,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,22,10000,5,狮王商业服务端
110,铂金戒指,22,0,1,0,0,0,0,0,493,5000,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,17,10000,5,狮王商业服务端
111,骷髅戒指,22,0,1,0,0,0,0,0,532,7000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,30,6000,5,狮王商业服务端
112,龙之戒指,22,0,2,0,0,0,0,0,534,7000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,37,10000,5,狮王商业服务端
113,死神手套,26,0,2,0,0,0,0,0,661,8000,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,25,10000,5,狮王商业服务端
114,骷髅头盔,15,0,5,3,0,0,0,0,373,8000,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,8000,5,狮王商业服务端
115,魔法手镯,26,0,1,0,0,0,0,0,647,7000,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,2500,5,狮王商业服务端
116,金手镯,26,0,1,0,0,0,0,0,645,7000,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,25,10000,5,狮王商业服务端
117,道士头盔,15,0,3,2,0,0,0,0,372,8000,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,20,5500,5,狮王商业服务端
118,传送戒指,22,112,1,0,0,0,0,0,573,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
119,小手镯,26,0,1,0,0,0,0,0,660,8000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,3000,5,狮王商业服务端
120,骑士手镯,26,0,2,0,0,0,0,0,662,8000,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,30000,5,狮王商业服务端
121,绿色项链,20,0,3,0,0,0,0,0,814,9000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,30000,5,狮王商业服务端
122,凤凰明珠,20,0,1,0,0,0,0,0,831,7000,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,19,7000,5,狮王商业服务端
123,道士手镯,26,0,1,0,0,0,0,0,680,6000,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10,2000,5,狮王商业服务端
124,三眼手镯,26,0,1,0,0,0,0,0,681,6000,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,22,8000,5,狮王商业服务端
125,灵魂项链,20,0,2,0,0,0,0,0,834,7000,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,30000,5,狮王商业服务端
126,黑檀手镯,26,0,1,0,0,0,0,0,700,5000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,2000,5,狮王商业服务端
127,思贝儿手镯,26,0,1,0,0,0,0,0,701,5000,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,22,8000,5,狮王商业服务端
128,恶魔铃铛,20,0,1,0,0,0,0,0,855,6000,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,30000,5,狮王商业服务端
129,铜矿,43,0,4,0,0,0,0,0,215,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,狮王商业服务端
130,铁矿,43,0,4,0,0,0,0,0,216,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
131,银矿,43,0,4,0,0,0,0,0,211,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,5,狮王商业服务端
132,金矿,43,0,4,0,0,0,0,0,210,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,5,狮王商业服务端
133,战神油,3,10,1,0,0,0,0,3,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
134,回城卷,3,3,1,0,0,0,0,3,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,狮王商业服务端
135,祝福油,3,4,1,0,0,0,0,3,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
136,麻痹戒指,22,113,1,0,0,0,0,0,571,5000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
137,复活戒指,22,114,1,0,0,0,0,0,575,5000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
138,火焰戒指,22,115,1,0,0,0,0,0,577,5000,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,50000,5,狮王商业服务端
139,防御戒指,22,116,1,0,0,0,0,0,570,5000,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,0,0,50000,5,狮王商业服务端
140,愤怒之钟（冰）,20,0,1,0,0,0,0,0,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,25,15000,5,狮王商业服务端
141,护身戒指,22,118,1,0,0,0,0,0,576,5000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
142,神力戒指,22,119,1,0,0,0,0,0,572,5000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
143,技巧项链,20,120,1,0,0,0,0,0,891,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
144,狂风戒指,23,0,1,0,0,0,0,0,550,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
145,夏普儿手镯,24,0,1,0,0,0,0,0,721,6000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,30000,5,狮王商业服务端
146,狂风项链,21,0,1,0,0,0,0,0,877,7000,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
147,辟邪手镯,24,0,1,0,0,0,0,0,723,6000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,107,30000,5,狮王商业服务端
148,探测项链,20,121,1,0,0,0,0,0,890,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
149,困魔咒,51,2,1,0,0,0,0,0,304,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
150,召唤骷髅,51,2,1,0,0,0,0,0,304,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
151,隐身术,51,2,1,0,0,0,0,0,304,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
152,集体隐身术,51,2,1,0,0,0,0,0,304,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,5,狮王商业服务端
153,诱惑之光,51,1,1,0,0,0,0,0,304,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
154,瞬息移动,51,1,1,0,0,0,0,0,304,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
155,火墙,51,1,1,0,0,0,0,0,304,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
156,爆裂火焰,51,1,1,0,0,0,0,0,304,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
157,地狱雷光,51,1,1,0,0,0,0,0,304,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
158,半月弯刀,51,0,1,0,0,0,0,0,304,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,狮王商业服务端
159,愤怒之钟（雷）,20,0,1,0,0,0,0,0,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,25,15000,5,狮王商业服务端
160,愤怒之钟（风）,20,0,1,0,0,0,0,0,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,0,25,15000,5,狮王商业服务端
161,太阳水,0,1,1,0,0,0,0,3,20,0,70,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,500,5,狮王商业服务端
162,祖玛头像,44,1,1,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,狮王商业服务端
163,兑换卷,50,0,1,0,1,1,1,0,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,狮王商业服务端
164,随机传送卷,3,2,1,0,0,0,0,3,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,狮王商业服务端
165,无极棍,5,19,33,0,0,0,0,0,1103,24000,0,2,0,0,0,6,20,0,0,2,4,8,5,4,0,0,138,40000,5,狮王商业服务端
166,血饮,5,28,13,0,0,0,0,0,1083,20000,0,5,0,0,0,5,20,0,0,1,3,7,0,0,0,0,33,23000,5,狮王商业服务端
167,裁决之杖,6,15,90,0,0,0,0,0,1069,34000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,138,40000,5,狮王商业服务端
168,记忆戒指,22,122,1,0,0,0,0,0,590,7000,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,50000,5,狮王商业服务端
169,记忆项链,19,123,1,0,0,0,0,0,910,8000,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
170,记忆手镯,24,124,1,0,0,0,0,0,760,6000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,50000,5,狮王商业服务端
171,记忆头盔,15,125,7,4,0,0,0,0,390,8000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,狮王商业服务端
172,祈祷之刃,5,31,15,0,0,0,8,0,1120,20000,0,3,0,0,11,8,10,0,0,0,2,2,0,0,0,0,0,80000,5,狮王商业服务端
173,祈祷手镯,26,142,1,0,0,0,8,0,761,6000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30000,5,狮王商业服务端
174,祈祷项链,21,141,1,0,0,0,8,0,911,7000,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,30000,5,狮王商业服务端
175,祈祷戒指,23,143,1,0,0,0,8,0,591,5000,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,30000,5,狮王商业服务端
